mediadive_id	name	complex_medium	source	link	min_pH	max_pH	reference	description	ingredents
mediadive.ingredient:1527a	SALINIVIRGA (L21 HS) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1527a.pdf	7.3	7.5			"{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KCl': 'CHEBI:32588', 'Na2SO4': 'CHEBI:32149', 'NH4Cl': 'CHEBI:31206', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'K2HPO4': 'CHEBI:131527', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'Trypticase peptone': 'CAS-RN:91079-40-2', 'D-Glucose': 'CHEBI:17634', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.ingredient:1528	HALOLAMINA MEDIUM (NOM-3)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1528.pdf	7	7			{'KCl': 'CHEBI:32588', 'K2HPO4': 'CHEBI:131527', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'NaCl': 'CHEBI:26710', 'Yeast extract': 'CAS-RN:8013-01-2', 'Bacto peptone': 'CAS-RN:51142-18-8', 'Sodium formate': 'CHEBI:62965', 'Sodium lactate': 'CHEBI:75228', 'Sodium acetate': 'CHEBI:32954', 'Sodium pyruvate': 'CHEBI:50144', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1529	GEOGLOBUS AHANGARI MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1529.pdf	6.8	7			"{'Ferric citrate monohydrate': 'mediadive.ingredient:2378', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KCl': 'CHEBI:32588', 'KH2PO4': 'CHEBI:63036', '(NH4)2SO4': 'CHEBI:62946', 'NaBr': 'CHEBI:63004', 'SrCl2': 'CHEBI:36383', 'Trace element solution SL-10': 'mediadive.solution:595', 'NaHCO3': 'CHEBI:32139', 'Yeast extract': 'CAS-RN:8013-01-2', 'Na-pyruvate': 'CHEBI:50144', 'FeCl2 x 4 H2O': 'CHEBI:86249', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.ingredient:1530	MODIFIED TRYPTONE SOY BROTH/AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1530.pdf	10.5	10.5			{'Casein peptone': 'CAS-RN:91079-40-2', 'Soy peptone': 'CAS-RN:91079-46-8', 'D(+)-Glucose': 'CHEBI:17634', 'NaCl': 'CHEBI:26710', 'K2HPO4': 'CHEBI:131527', 'Na2CO3': 'CHEBI:29377', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.ingredient:1531	PLANCTOMYCES PYREFORMIS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1531.pdf	5.8	6.5			"{'N-Acetylglucosamine': 'CHEBI:59640', 'KH2PO4': 'CHEBI:63036', '(NH4)2SO4': 'CHEBI:62946', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Hutners basal salts': 'mediadive.solution:2294', 'Vitamin solution (double conc.)': 'mediadive.solution:1332', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'FeSO4 x 7 H2O': 'CHEBI:75836', '""Metals 44""': 'mediadive.solution:1269', 'Na-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnSO4 x H2O': 'CHEBI:86364', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'Co(NO3)2 x 6 H2O': 'CHEBI:86214', 'Na2B4O7 x 10 H2O': 'CAS-RN:1303-96-4', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Riboflavine': 'CHEBI:17015', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Nicotinamide': 'CHEBI:17154', 'D-Calcium pantothenate': 'CAS-RN:137-08-6', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753'}"
mediadive.ingredient:1532	ANTIBIOTIC MEDIUM 1	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1532.pdf	6.5	6.5			{'Yeast extract': 'CAS-RN:8013-01-2', 'Beef extract': 'mediadive.ingredient:85', 'Pancreatic digest of casein': 'CAS-RN:65072-00-6', 'Peptone': 'CAS-RN:73049-73-7', 'Glucose': 'CHEBI:17234', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1533	MARINIFILUM MEDIUM (IRD MEDIUM)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1533.pdf	7	7			{'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'NaCl': 'CHEBI:26710', 'KCl': 'CHEBI:32588', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Cysteine HCl': 'PubChem:5862', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trace element solution SL-7': 'mediadive.solution:1938', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'NaHCO3': 'CHEBI:32139', 'Na2S x 9 H2O': 'CHEBI:76209', 'Glucose': 'CHEBI:17234', 'HCl': 'CHEBI:17883', 'FeCl2 x 7 H2O': 'CHEBI:30812', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.ingredient:1534	MARINIFILUM MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1534.pdf	7	7.2			{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KCl': 'CHEBI:32588', 'NH4Cl': 'CHEBI:31206', 'KH2PO4': 'CHEBI:63036', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na2SO4': 'CHEBI:32149', 'Glucose': 'CHEBI:17234', 'Resazurin': 'CHEBI:8806', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:3177', 'NaHCO3': 'CHEBI:32139', 'Na2S x 9 H2O': 'CHEBI:76209', 'Vitamin solution V7': 'mediadive.solution:3179', 'Distilled water': 'CHEBI:15377', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'NaOH': 'CHEBI:32145', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Biotin': 'CHEBI:15956', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Vitamin B12': 'CHEBI:17439', 'Thiamine HCl': 'CHEBI:49105', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Pyridoxamine Dihydrochloride': 'CHEBI:131532'}
mediadive.ingredient:1535	MEDIUM D (20.6%NACL)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1535.pdf	7.4	7.4			{'NaCl': 'CHEBI:26710', 'KCl': 'CHEBI:32588', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MnCl2': 'CHEBI:7773015', 'Yeast extract': 'CAS-RN:8013-01-2', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1536	BAP+ MEDIUM FOR FRANKIA	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1536.pdf	6.3	6.3			{'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'Na-propionate': 'CHEBI:132106', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Vitamine solution': 'mediadive.solution:3182', 'Chelated iron solution': 'mediadive.solution:3183', 'Trace element solution': 'mediadive.solution:3184', 'Distilled water': 'CHEBI:15377', 'Thiamine HCl': 'CHEBI:49105', 'Nicotinic acid': 'CHEBI:15940', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Citric acid': 'CHEBI:30769', 'Eisencitrat': 'CHEBI:55553', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'H3BO3': 'CHEBI:33118', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'ZnSO4 x 7 H2O': 'CHEBI:32312'}
mediadive.ingredient:1537	SPIRIBACTER MEDIUM (830 + 12% Marine salts)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1537.pdf	7	7.2			{'R2A Broth': 'mediadive.ingredient:1402', 'Marine Salts 12%': 'mediadive.solution:3186', 'Agar': 'CHEBI:2509', 'NaHCO3': 'CHEBI:32139', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1538	ANAEROBACTERIUM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1538.pdf					{'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KCl': 'CHEBI:32588', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Yeast extract': 'CAS-RN:8013-01-2', 'Cellobiose': 'CHEBI:17057', 'NaHCO3': 'CHEBI:32139', 'Na2S x 9 H2O': 'CHEBI:76209', 'Trace element solution SL-10': 'mediadive.solution:595', 'Vitamin solution': 'mediadive.solution:3189', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Biotin': 'CHEBI:15956', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Vitamin B12': 'CHEBI:17439', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939'}
mediadive.ingredient:1539	THERMOTOGA PROFUNDA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1539.pdf	7	7.5			"{'K2HPO4': 'CHEBI:131527', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trace element solution': 'mediadive.solution:589', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'D-Glucose': 'CHEBI:17634', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'ZnCl2': 'CHEBI:49976', 'CuCl2': 'CHEBI:49553', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'NaCl': 'CHEBI:26710', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.ingredient:1540	BHA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1540.pdf	7.6	8			{'Bacto peptone': 'CAS-RN:51142-18-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Tris HCl': 'CHEBI:1185531', 'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'NH4Cl': 'CHEBI:31206', 'CaCl2': 'CHEBI:3312', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.ingredient:1541	SPHINGOBACTERIUM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1541.pdf	7	7			{'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.ingredient:1542	CY/H LIQUID MEDIUM FOR MYXOBACTERIA	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1542.pdf	7.4	7.4			{'Solution A': 'mediadive.solution:3195', 'Solution B': 'mediadive.solution:3196', 'Solution C': 'mediadive.solution:3197', 'Casitone': 'CAS-RN:65072-00-6', 'Yeast extract': 'CAS-RN:8013-01-2', 'Starch': 'CHEBI:28017', 'Soy flour': 'CAS-RN:68513-95-1', 'D-Glucose': 'CHEBI:17634', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'HEPES': 'CHEBI:46756', 'Distilled water': 'CHEBI:15377', 'Fe(III)-EDTA': 'CHEBI:30729', 'Vitamin B12': 'CHEBI:17439'}
mediadive.ingredient:1543	GY - MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1543.pdf	7	7			{'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1544	. PIRELLULA MEDIUM (M30)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1544.pdf	7.5	7.5			"{'Solution 1': 'mediadive.solution:3200', 'Solution 2': 'mediadive.solution:3201', ""Hutner's salts"": 'mediadive.solution:1268', 'Tris-HCl buffer': 'CAS-RN:1185-53-1', 'Gelrite': 'CHEBI:85248', 'MgCl2': 'CHEBI:6636', 'Sea water': 'mediadive.ingredient:286', 'Distilled water': 'CHEBI:15377', 'N-Acetylglucosamine': 'CHEBI:59640', 'Na2HPO4 x 2 H2O': 'CHEBI:34683', 'Vitamin solution No.6': 'mediadive.solution:3202', 'Vitamin B12': 'CHEBI:17439', 'Biotin': 'CHEBI:15956', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Calcium pantothenate': 'CHEBI:31345', 'Folic acid': 'CHEBI:27470', 'Riboflavin': 'CHEBI:17015', 'Nicotinamide': 'CHEBI:17154', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'FeSO4 x 7 H2O': 'CHEBI:75836', '""Metals 44""': 'mediadive.solution:1269', 'Na-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnSO4 x H2O': 'CHEBI:86364', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'Co(NO3)2 x 6 H2O': 'CHEBI:86214', 'Na2B4O7 x 10 H2O': 'CAS-RN:1303-96-4'}"
mediadive.ingredient:1545	MODIFIED YMA MEDIUM (HAMBI)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1545.pdf	7	7			{'K2HPO4 x 3 H2O': 'CHEBI:131527', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Mannitol': 'CHEBI:29864', 'Yeast extract': 'CAS-RN:8013-01-2', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1546	ALIFODINIBIUS MEDIUM (TSA mod)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1546.pdf	7	7			{'Tryptone': 'CAS-RN:91079-40-2', 'Bacto Soytone': 'mediadive.ingredient:102', 'NaCl': 'CHEBI:26710', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1547	MICROVIRGA MEDIUM (HV12)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1547.pdf	7.4	7.4			{'Malt extract': 'CAS-RN:8002-48-0', 'Yeast extract': 'CAS-RN:8013-01-2', 'Peptone': 'CAS-RN:73049-73-7', 'NaCl': 'CHEBI:26710', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1548	HALOARCULA MEDIUM (NT)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1548.pdf	7.2	7.2			{'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'Trisodium citrate': 'CHEBI:53258', 'Yeast extract': 'CAS-RN:8013-01-2', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1549	HALOCOCCUS MEDIUM (NTYE)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1549.pdf	7.2	7.2			{'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1550	EX-LM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1550.pdf					{'Casitone': 'CAS-RN:65072-00-6', 'Yeast extract': 'CAS-RN:8013-01-2', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1551	948 (OXOID NUTRIENT BROTH) WITH ADDITIONAL SALT	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1551.pdf					{'Nutrient broth (Oxoid)': 'mediadive.solution:5721', 'NaCl': 'CHEBI:26710', 'Distilled water': 'CHEBI:15377', 'Lab-Lemco beef extract': 'CAS-RN:91079-38-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Peptone': 'CAS-RN:73049-73-7'}
mediadive.ingredient:1552	AIDINGIMONAS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1552.pdf	7.2	7.2			{'Yeast extract': 'CAS-RN:8013-01-2', 'Proteose peptone no. 3': 'CAS-RN:91079-38-8', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:1553	MICROVIRGA FLOCULATUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1553.pdf	7	7			{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'K2HPO4': 'CHEBI:131527', 'NaH2PO4': 'CHEBI:37585', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.ingredient:1555	Medium for tick cells (Rickettsia)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1555.pdf	7.5	7.5			{'L-Aspartic acid': 'CHEBI:17053', 'L-Glutamine': 'CHEBI:18050', 'L-Proline': 'CHEBI:17203', 'L-Glutamic acid': 'CHEBI:16015', 'alpha-ketoglutaric acid': 'CHEBI:30915', 'D-Glucose': 'CHEBI:17634', 'NaOH': 'CHEBI:32145', 'Fetal bovine serum': 'CAS-RN:9014-81-7', 'Tryptose-phosphate broth': 'mediadive.ingredient:2163', 'lipoprotein concentrate': 'mediadive.ingredient:1410', 'HEPES': 'CHEBI:46756', 'NaHCO3': 'CHEBI:32139'}
mediadive.ingredient:1556	BM7 MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1556.pdf					{'ACES': 'CHEBI:65994', 'Na2 alpha-ketoglutarate': 'CHEBI:16810', 'KOH': 'CHEBI:32035', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509', 'Fetal bovine serum': 'CAS-RN:9014-81-7', 'TMN-FH Medium': 'mediadive.ingredient:1413'}
mediadive.ingredient:1557	PALUDISPHAERA BOREALIS MEDIUM (PX4)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1557.pdf	5.8	6.5			"{'N-Acetylglucosamine': 'CHEBI:59640', 'KH2PO4': 'CHEBI:63036', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Hutners basal salts': 'mediadive.solution:2294', 'Na-ampicillin': 'CHEBI:34535', 'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'FeSO4 x 7 H2O': 'CHEBI:75836', '""Metals 44""': 'mediadive.solution:1269', 'Na-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnSO4 x H2O': 'CHEBI:86364', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'Co(NO3)2 x 6 H2O': 'CHEBI:86214', 'Na2B4O7 x 10 H2O': 'CAS-RN:1303-96-4'}"
mediadive.ingredient:1559	TRYPTONE-STARCH MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1559.pdf	7	7			{'Bacto Tryptone': 'mediadive.ingredient:1216', 'Starch': 'CHEBI:28017', 'HEPES': 'CHEBI:46756', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Vitamin B12': 'CHEBI:17439', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
